No. Orden de Trabajo,Fecha,Codigo de Equipo,Descripción de Equipo,Breve Descripción,Tipo Orden de Trabajo,Tiempo Muerto / Downtime,Abierto / Historico,Estado,Horas reales,Usuario Editor,Est. Horas,No. Tarea
11163,2025-06-27 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
11164,45835,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
11165,45835,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
11148,2025-06-26 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
11149,45834,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
11150,45834,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
11133,2025-06-25 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
11134,45833,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
11135,45833,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.1,ROLANDOM97,0.3,ISP-1D-00
11072,2025-06-23 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.35,ROLANDOM97,0.59,ISP-1S-00
11073,45831,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.35,ROLANDOM97,0.59,ISP-1S-00
11074,45831,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.35,ROLANDOM97,0.59,ISP-1S-00
11053,2025-06-20 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
11054,45828,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
11055,45828,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
11032,2025-06-19 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
11033,45827,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
11034,45827,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
11008,2025-06-18 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
11009,45826,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
11010,45826,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
11018,45826,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Prueba semestral de compresores NH3,PM,0,O,Open,0.0,ROLANDOM97,4.0,PRUE-6M-01
10983,2025-06-17 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10984,45825,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10985,45825,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10931,2025-06-16 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,ORLANDOM99,0.59,ISP-1S-00
10932,45824,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,ORLANDOM99,0.59,ISP-1S-00
10933,45824,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,ORLANDOM99,0.59,ISP-1S-00
10906,2025-06-15 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10907,45823,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10908,45823,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10895,2025-06-14 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10896,45822,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10897,45822,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10852,2025-06-13 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.5,DANIELMU95,0.3,ISP-1D-00
10853,45821,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.45,DANIELMU95,0.3,ISP-1D-00
10854,45821,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
10827,2025-06-12 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.4,ROLANDOM97,0.3,ISP-1D-00
10828,45820,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.35,DANIELMU95,0.3,ISP-1D-00
10829,45820,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección mensual de compresores de NH3,PM,0,H,Terminado,0.6,DANIELMU95,0.61,ISP-1M-22
10805,2025-06-11 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10806,45819,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10807,45819,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10779,2025-06-10 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección mensual de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.61,ISP-1M-22
10780,45818,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección mensual de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.61,ISP-1M-22
10781,45818,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10728,2025-06-09 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,DIEGONTI99,0.59,ISP-1S-00
10729,45817,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,DIEGONTI99,0.59,ISP-1S-00
10730,45817,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,DIEGONTI99,0.59,ISP-1S-00
10715,2025-06-08 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10716,45816,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10717,45816,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.35,ROLANDOM97,0.3,ISP-1D-00
10704,2025-06-07 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10705,45815,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10706,45815,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10683,2025-06-06 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10684,45814,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10685,45814,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10669,2025-06-05 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DANIELMU95,0.3,ISP-1D-00
10670,45813,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.5,DANIELMU95,0.3,ISP-1D-00
10671,45813,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.2,DANIELMU95,0.3,ISP-1D-00
10650,2025-06-04 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
10651,45812,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
10652,45812,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
10623,2025-06-03 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
10624,45811,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
10625,45811,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,DIEGONTI99,0.3,ISP-1D-00
10556,2025-06-02 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,DIEGONTI99,0.59,ISP-1S-00
10557,45810,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,DIEGONTI99,0.59,ISP-1S-00
10558,45810,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,DIEGONTI99,0.59,ISP-1S-00
10529,2025-06-01 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10530,45809,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10531,45809,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10507,2025-05-31 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
10508,45808,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
10509,45808,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
10482,2025-05-30 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
10483,45807,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
10484,45807,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
10467,2025-05-29 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
10468,45806,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
10469,45806,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,EDUARDOF98,0.3,ISP-1D-00
10452,2025-05-28 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10453,45805,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10454,45805,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10428,2025-05-27 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10429,45804,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10430,45804,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10380,2025-05-26 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,MARCELOC94,0.59,ISP-1S-00
10381,45803,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,MARCELOC94,0.59,ISP-1S-00
10382,45803,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,MARCELOC94,0.59,ISP-1S-00
10367,2025-05-25 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10368,45802,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10369,45802,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10356,2025-05-24 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10357,45801,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10358,45801,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,MARCELOC94,0.3,ISP-1D-00
10332,2025-05-23 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
10333,45800,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
10334,45800,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
10305,2025-05-22 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
10306,45799,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
10307,45799,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
10292,2025-05-21 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.0,MAURICIO75,0.3,ISP-1D-00
10293,45798,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
10294,45798,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,1.0,MAURICIO75,0.3,ISP-1D-00
10271,2025-05-20 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10272,45797,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10273,45797,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10219,2025-05-19 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,ORLANDOM99,0.59,ISP-1S-00
10220,45796,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,ORLANDOM99,0.59,ISP-1S-00
10221,45796,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,ORLANDOM99,0.59,ISP-1S-00
10193,2025-05-18 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
10194,45795,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
10195,45795,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
10182,2025-05-17 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10183,45794,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
10184,45794,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
10161,2025-05-16 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10162,45793,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10163,45793,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ORLANDOM99,0.3,ISP-1D-00
10140,2025-05-15 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10141,45792,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10142,45792,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10103,2025-05-14 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10104,45791,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10105,45791,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,FELIPERI99,0.3,ISP-1D-00
10061,2025-05-13 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
10062,45790,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
10063,45790,EC-CH-TAL1--REF-014,COMPRESOR 3 DE TORNILLO GEA,Inspección diaria de operación de compresores de NH3,PM,0,H,Terminado,0.3,ROLANDOM97,0.3,ISP-1D-00
10007,2025-05-12 00:00:00,EC-CH-TAL1--REF-012,COMPRESOR 1 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,FELIPERI99,0.59,ISP-1S-00
10008,45789,EC-CH-TAL1--REF-013,COMPRESOR 2 DE TORNILLO GEA,Inspección semanal de seguridad y operación de compresores de NH3,PM,0,H,Terminado,0.59,FELIPERI99,0.59,ISP-1S-00
