Hora,Compresor 2 - RCS: Presión de Descarga,Compresor 2 - RCS: Presión de Succion,Compresor 2 - RCS: Temperatura de Aceite,Compresor 2 - RCS: Temperatura de Descarga,Compresor C-2: Demanda (kW),Unnamed: 6,Unnamed: 7
2025-01-02 02:35:00 GMT-3,9.46,0.924,40.04,64.32,110.0738,,
2025-01-02 02:40:00 GMT-3,9.22,0.91,39.8,64.0,108.0564,,
2025-01-02 02:45:00 GMT-3,8.94,0.988,39.58,63.76,107.8248,,
2025-01-02 02:50:00 GMT-3,8.6,1.016,39.6,64.24,106.4746,,
2025-01-02 02:55:00 GMT-3,8.4,1.134,39.58,64.98,106.5358,,
2025-01-02 03:00:00 GMT-3,8.4,1.25,39.36,64.86,109.1876,,
2025-01-02 03:05:00 GMT-3,8.4,1.302,39.3,64.96,110.7718,,
2025-01-02 03:10:00 GMT-3,8.4,1.32,39.28,65.04,111.3902,,
2025-01-02 03:15:00 GMT-3,8.4,1.314,39.3,65.1,111.415,,
2025-01-02 03:20:00 GMT-3,8.42,1.302,39.4,65.12,111.4172,,
2025-01-02 03:25:00 GMT-3,8.64,1.246,39.62,65.26,111.7812,,
2025-01-02 03:30:00 GMT-3,8.72,1.218,39.88,65.42,112.0252,,
2025-01-02 03:35:00 GMT-3,8.8,1.204,40.06,65.42,111.8302,,
2025-01-02 03:40:00 GMT-3,8.8,1.2,40.1,65.4,111.694,,
2025-01-02 03:45:00 GMT-3,8.8,1.2,40.12,65.46,111.7686,,
2025-01-02 03:50:00 GMT-3,8.8,1.206,40.1,65.5,111.9398,,
2025-01-02 03:55:00 GMT-3,8.8,1.218,40.12,65.54,112.3236,,
2025-01-02 04:00:00 GMT-3,8.8,1.222,40.1,65.56,112.4668,,
2025-01-02 04:05:00 GMT-3,8.8,1.25,40.1,65.62,113.0232,,
2025-01-02 04:10:00 GMT-3,8.8,1.248,40.08,65.7,113.3916,,
2025-01-02 04:15:00 GMT-3,8.8,1.242,40.1,65.66,113.2556,,
2025-01-02 04:20:00 GMT-3,8.8,1.244,40.1,65.64,113.1586,,
2025-01-02 04:25:00 GMT-3,8.7,1.238,40.04,65.64,112.6666,,
2025-01-02 04:30:00 GMT-3,8.42,1.274,39.8,65.5,110.7946,,
2025-01-02 04:35:00 GMT-3,8.36,1.308,39.46,65.56,111.081,,
2025-01-02 04:40:00 GMT-3,8.3,1.328,39.38,65.6,111.3332,,
2025-01-02 04:45:00 GMT-3,8.3,1.33,39.3,65.6,111.3012,,
2025-01-02 04:50:00 GMT-3,8.3,1.33,39.28,65.6,111.2388,,
2025-01-02 04:55:00 GMT-3,8.3,1.334,39.3,65.62,111.2708,,
2025-01-02 05:00:00 GMT-3,8.3,1.334,39.3,65.64,111.2926,,
2025-01-02 05:05:00 GMT-3,8.3,1.336,39.2,65.68,111.2836,,
2025-01-02 05:10:00 GMT-3,8.3,1.336,39.28,65.7,111.2836,,
2025-01-02 05:15:00 GMT-3,8.54,1.328,39.42,65.68,112.1396,,
2025-01-02 05:20:00 GMT-3,8.68,1.28,39.74,65.76,112.6146,,
2025-01-02 05:25:00 GMT-3,8.76,1.258,39.98,65.78,112.6808,,
2025-01-02 05:30:00 GMT-3,8.8,1.24,40.06,65.74,112.5266,,
2025-01-02 05:35:00 GMT-3,8.78,1.23,40.06,65.68,112.282,,
2025-01-02 05:40:00 GMT-3,8.4,1.254,39.82,65.58,110.4698,,
2025-01-02 05:45:00 GMT-3,8.3,1.324,39.32,65.6,110.3008,,
2025-01-02 05:50:00 GMT-3,8.3,1.376,39.04,65.6,111.447,,
2025-01-02 05:55:00 GMT-3,8.3,1.402,39.04,65.68,112.2228,,
2025-01-02 06:00:00 GMT-3,8.3,1.404,39.0,65.7,112.3396,,
2025-01-02 06:05:00 GMT-3,8.3,1.406,39.06,65.7,112.4338,,
2025-01-02 06:10:00 GMT-3,8.3,1.338,39.12,65.62,111.437,,
2025-01-02 06:15:00 GMT-3,8.6,1.292,39.48,65.74,112.0662,,
2025-01-02 06:20:00 GMT-3,8.72,1.27,39.8,65.8,112.8118,,
2025-01-02 06:25:00 GMT-3,8.8,1.258,39.98,65.8,113.0942,,
2025-01-02 06:30:00 GMT-3,8.8,1.25,40.08,65.82,113.171,,
2025-01-02 06:35:00 GMT-3,8.8,1.242,40.1,65.82,112.8636,,
2025-01-02 06:40:00 GMT-3,8.8,1.24,40.14,65.82,112.7568,,
2025-01-02 06:45:00 GMT-3,8.8,1.24,40.14,65.8,112.6524,,
2025-01-02 06:50:00 GMT-3,8.8,1.252,40.1,65.76,112.7012,,
2025-01-02 06:55:00 GMT-3,8.8,1.27,40.1,65.86,113.3112,,
2025-01-02 07:00:00 GMT-3,8.8,1.27,40.06,65.8,113.2504,,
2025-01-02 07:05:00 GMT-3,8.8,1.264,40.04,65.8,113.0566,,
2025-01-02 07:10:00 GMT-3,8.8,1.26,39.96,65.8,112.9642,,
2025-01-02 07:15:00 GMT-3,8.8,1.256,39.96,65.8,113.0192,,
2025-01-02 07:20:00 GMT-3,8.8,1.26,39.94,65.78,113.0318,,
2025-01-02 07:25:00 GMT-3,8.8,1.254,39.9,65.72,112.8246,,
2025-01-02 07:30:00 GMT-3,8.8,1.258,39.98,65.8,112.9286,,
2025-01-02 07:35:00 GMT-3,8.8,1.26,39.98,65.86,113.2828,,
2025-01-02 07:40:00 GMT-3,8.8,1.26,40.0,65.9,113.6412,,
2025-01-02 07:45:00 GMT-3,8.8,1.25,40.02,65.84,113.3574,,
2025-01-02 07:50:00 GMT-3,8.8,1.244,40.08,65.8,112.9902,,
2025-01-02 07:55:00 GMT-3,8.8,1.24,40.08,65.8,112.7486,,
2025-01-02 08:00:00 GMT-3,8.8,1.25,40.06,65.84,113.057,,
2025-01-02 08:05:00 GMT-3,8.86,1.248,40.1,65.9,113.2092,,
2025-01-02 08:10:00 GMT-3,8.9,1.246,40.18,65.9,113.2976,,
2025-01-02 08:15:00 GMT-3,8.9,1.25,40.28,65.9,113.5538,,
2025-01-02 08:20:00 GMT-3,8.92,1.25,40.3,65.96,114.014,,
2025-01-02 08:25:00 GMT-3,9.0,1.256,40.4,65.98,114.372,,
2025-01-02 08:30:00 GMT-3,9.0,1.258,40.44,65.96,114.436,,
2025-01-02 08:35:00 GMT-3,9.0,1.26,40.5,66.0,114.5128,,
2025-01-02 08:40:00 GMT-3,9.0,1.258,40.56,65.98,114.5428,,
2025-01-02 08:45:00 GMT-3,9.04,1.254,40.58,66.0,114.8378,,
2025-01-02 08:50:00 GMT-3,9.1,1.252,40.62,66.0,114.9862,,
2025-01-02 08:55:00 GMT-3,9.1,1.252,40.6,66.0,114.9108,,
2025-01-02 09:00:00 GMT-3,9.1,1.252,40.64,65.96,114.8558,,
2025-01-02 09:05:00 GMT-3,9.12,1.252,40.72,66.0,115.2376,,
2025-01-02 09:10:00 GMT-3,9.2,1.25,40.8,66.06,115.6524,,
2025-01-02 09:15:00 GMT-3,9.22,1.242,40.82,66.08,115.884,,
2025-01-02 09:20:00 GMT-3,8.96,1.254,40.62,65.88,114.4534,,
2025-01-02 09:25:00 GMT-3,9.0,1.26,40.42,65.7,114.1854,,
2025-01-02 09:30:00 GMT-3,8.96,1.254,40.32,65.68,114.0556,,
2025-01-02 09:35:00 GMT-3,8.66,1.264,40.12,65.6,112.167,,
2025-01-02 09:40:00 GMT-3,8.6,1.304,39.94,65.64,112.7126,,
2025-01-02 09:45:00 GMT-3,8.6,1.322,39.9,65.7,113.1602,,
2025-01-02 09:50:00 GMT-3,8.6,1.328,39.9,65.7,113.1748,,
2025-01-02 09:55:00 GMT-3,8.6,1.33,39.96,65.7,113.0442,,
2025-01-02 10:00:00 GMT-3,8.66,1.332,40.02,65.72,113.178,,
2025-01-02 10:05:00 GMT-3,8.8,1.298,40.16,65.72,112.9304,,
2025-01-02 10:10:00 GMT-3,9.16,1.234,40.62,66.04,114.8838,,
2025-01-02 10:15:00 GMT-3,9.3,1.202,41.12,66.24,114.9542,,
2025-01-02 10:20:00 GMT-3,9.38,1.2,41.28,66.3,115.6188,,
2025-01-02 10:25:00 GMT-3,9.4,1.226,41.38,66.3,116.447,,
2025-01-02 10:30:00 GMT-3,9.48,1.26,41.4,66.32,117.7766,,
2025-01-02 10:35:00 GMT-3,9.52,1.296,41.4,66.3,118.8028,,
2025-01-02 10:40:00 GMT-3,9.6,1.308,41.36,66.3,119.5034,,
2025-01-02 10:45:00 GMT-3,9.6,1.306,41.4,66.26,119.2268,,
2025-01-02 10:50:00 GMT-3,9.6,1.316,41.38,66.3,119.921,,
2025-01-02 10:55:00 GMT-3,9.7,1.302,41.38,66.3,119.7972,,
2025-01-02 11:00:00 GMT-3,9.7,1.294,41.38,66.38,119.8666,,
2025-01-02 11:05:00 GMT-3,9.6,1.29,41.28,66.3,119.5782,,
2025-01-02 11:10:00 GMT-3,9.6,1.286,41.22,66.26,119.3832,,
2025-01-02 11:15:00 GMT-3,9.58,1.284,41.16,66.14,118.8204,,
2025-01-02 11:20:00 GMT-3,9.5,1.288,41.0,66.04,118.6954,,
2025-01-02 11:25:00 GMT-3,9.5,1.284,41.0,66.0,118.5008,,
2025-01-02 11:30:00 GMT-3,9.5,1.286,40.96,66.0,118.5928,,
2025-01-02 11:35:00 GMT-3,9.5,1.288,40.98,66.0,118.6104,,
2025-01-02 11:40:00 GMT-3,9.54,1.29,41.0,66.1,118.6986,,
2025-01-02 11:45:00 GMT-3,9.6,1.286,41.08,66.14,118.8952,,
2025-01-02 11:50:00 GMT-3,9.56,1.282,41.1,66.06,118.673,,
2025-01-02 11:55:00 GMT-3,9.6,1.276,41.14,66.18,119.1664,,
2025-01-02 12:00:00 GMT-3,9.66,1.278,41.32,66.3,119.3848,,
2025-01-02 12:05:00 GMT-3,9.7,1.28,41.42,66.34,119.702,,
2025-01-02 12:10:00 GMT-3,9.7,1.28,41.48,66.38,119.8402,,
2025-01-02 12:15:00 GMT-3,9.7,1.28,41.5,66.32,119.8786,,
2025-01-02 12:20:00 GMT-3,9.7,1.28,41.44,66.3,119.897,,
2025-01-02 12:25:00 GMT-3,9.72,1.28,41.48,66.3,119.9948,,
2025-01-02 12:30:00 GMT-3,9.8,1.284,41.5,66.38,120.223,,
2025-01-02 12:35:00 GMT-3,9.8,1.3,41.44,66.34,120.7934,,
2025-01-02 12:40:00 GMT-3,9.74,1.288,41.34,66.3,120.3662,,
2025-01-02 12:45:00 GMT-3,9.7,1.282,41.22,66.18,119.9968,,
2025-01-02 12:50:00 GMT-3,9.7,1.282,41.2,66.22,120.0554,,
2025-01-02 12:55:00 GMT-3,9.76,1.29,41.2,66.22,120.343,,
2025-01-02 13:00:00 GMT-3,9.8,1.288,41.24,66.3,120.5522,,
2025-01-02 13:05:00 GMT-3,9.8,1.29,41.28,66.32,120.77,,
2025-01-02 13:10:00 GMT-3,9.82,1.288,41.26,66.38,120.9092,,
2025-01-02 13:15:00 GMT-3,9.9,1.29,41.34,66.42,121.3994,,
2025-01-02 13:20:00 GMT-3,9.9,1.29,41.3,66.42,121.4696,,
2025-01-02 13:25:00 GMT-3,9.9,1.288,41.3,66.4,121.4004,,
2025-01-02 13:30:00 GMT-3,9.9,1.29,41.28,66.4,121.498,,
2025-01-02 13:35:00 GMT-3,9.96,1.29,41.28,66.48,121.7502,,
2025-01-02 13:40:00 GMT-3,10.0,1.29,41.28,66.5,122.1272,,
2025-01-02 13:45:00 GMT-3,10.06,1.288,41.3,66.48,122.365,,
2025-01-02 13:50:00 GMT-3,10.1,1.288,41.22,66.48,122.5348,,
2025-01-02 13:55:00 GMT-3,10.1,1.29,41.2,66.56,122.775,,
2025-01-02 14:00:00 GMT-3,10.1,1.29,41.2,66.5,122.765,,
2025-01-02 14:05:00 GMT-3,10.02,1.286,41.18,66.48,122.5638,,
2025-01-02 14:10:00 GMT-3,9.8,1.28,41.04,66.2,121.0248,,
2025-01-02 14:15:00 GMT-3,9.5,1.324,40.64,65.58,119.0704,,
2025-01-02 14:20:00 GMT-3,9.4,1.354,40.4,65.58,119.5304,,
2025-01-02 14:25:00 GMT-3,9.4,1.374,40.38,65.6,119.8642,,
2025-01-02 14:30:00 GMT-3,9.4,1.376,40.4,65.7,119.9852,,
2025-01-02 14:35:00 GMT-3,9.4,1.38,40.44,65.7,120.184,,
2025-01-02 14:40:00 GMT-3,9.5,1.382,40.5,65.8,120.549,,
2025-01-02 14:45:00 GMT-3,9.5,1.386,40.54,65.72,120.518,,
2025-01-02 14:50:00 GMT-3,9.5,1.39,40.56,65.7,120.3992,,
2025-01-02 14:55:00 GMT-3,9.5,1.39,40.56,65.7,120.4752,,
2025-01-02 15:00:00 GMT-3,9.82,1.366,40.68,65.96,121.8272,,
2025-01-02 15:05:00 GMT-3,9.94,1.324,40.96,66.28,122.2978,,
2025-01-02 15:10:00 GMT-3,10.0,1.3,41.08,66.38,121.9202,,
2025-01-02 15:15:00 GMT-3,10.0,1.282,41.1,66.48,121.852,,
2025-01-02 15:20:00 GMT-3,10.0,1.272,41.1,66.44,121.5564,,
2025-01-02 15:25:00 GMT-3,10.0,1.278,41.0,66.3,121.2954,,
2025-01-02 15:30:00 GMT-3,10.0,1.29,41.02,66.4,121.9196,,
2025-01-02 15:35:00 GMT-3,10.0,1.306,41.08,66.38,122.5476,,
2025-01-02 15:40:00 GMT-3,10.0,1.32,41.08,66.38,122.8186,,
2025-01-02 15:45:00 GMT-3,10.0,1.326,41.0,66.36,122.9018,,
2025-01-02 15:50:00 GMT-3,10.0,1.314,40.98,66.32,122.6574,,
2025-01-02 15:55:00 GMT-3,10.0,1.306,40.9,66.3,122.4738,,
2025-01-02 16:00:00 GMT-3,10.0,1.308,40.9,66.3,122.3766,,
2025-01-02 16:05:00 GMT-3,10.0,1.31,40.9,66.3,122.4836,,
2025-01-02 16:10:00 GMT-3,10.0,1.306,40.92,66.38,122.8428,,
2025-01-02 16:15:00 GMT-3,9.72,1.314,40.92,66.1,121.3262,,
2025-01-02 16:20:00 GMT-3,9.54,1.356,40.58,65.66,120.2864,,
2025-01-02 16:25:00 GMT-3,9.5,1.38,40.42,65.7,120.9664,,
2025-01-02 16:30:00 GMT-3,9.5,1.376,40.34,65.7,120.769,,
2025-01-02 16:35:00 GMT-3,9.5,1.366,40.34,65.66,120.2096,,
2025-01-02 16:40:00 GMT-3,9.5,1.366,40.32,65.64,120.0974,,
2025-01-02 16:45:00 GMT-3,9.45,1.355,40.35,65.55,119.5048,,
2025-01-02 16:50:00 GMT-3,9.66,1.3,40.48,65.8,119.8744,,
2025-01-02 16:55:00 GMT-3,9.8,1.274,40.72,66.18,120.4772,,
2025-01-02 17:00:00 GMT-3,9.52,1.25,40.78,65.96,118.1298,,
2025-01-02 17:05:00 GMT-3,9.34,1.26,40.5,65.44,116.8638,,
2025-01-02 17:10:00 GMT-3,9.4,1.308,40.4,65.42,117.9578,,
2025-01-02 17:15:00 GMT-3,9.4,1.348,40.32,65.52,118.9756,,
2025-01-02 17:20:00 GMT-3,9.4,1.37,40.3,65.58,119.467,,
2025-01-02 17:25:00 GMT-3,9.42,1.386,40.24,65.64,120.2834,,
2025-01-02 17:30:00 GMT-3,9.62,1.372,40.36,65.8,121.2398,,
2025-01-02 17:35:00 GMT-3,9.78,1.396,40.52,66.1,123.4126,,
2025-01-02 17:40:00 GMT-3,9.9,1.368,40.68,66.22,123.1966,,
2025-01-02 17:45:00 GMT-3,9.84,1.332,40.76,66.18,122.1096,,
2025-01-02 17:50:00 GMT-3,9.8,1.316,40.7,66.14,121.6856,,
2025-01-02 17:55:00 GMT-3,9.8,1.306,40.6,66.12,121.5748,,
2025-01-02 18:00:00 GMT-3,9.8,1.308,40.66,66.18,121.734,,
2025-01-02 18:05:00 GMT-3,9.82,1.314,40.7,66.22,122.1506,,
2025-01-02 18:10:00 GMT-3,9.9,1.304,40.74,66.24,121.8968,,
2025-01-02 18:15:00 GMT-3,9.9,1.304,40.74,66.22,121.746,,
2025-01-02 18:20:00 GMT-3,9.8,1.306,40.72,66.22,121.7586,,
2025-01-02 18:25:00 GMT-3,9.8,1.31,40.7,66.2,121.763,,
2025-01-02 18:30:00 GMT-3,9.8,1.308,40.7,66.1,121.3432,,
2025-01-02 18:35:00 GMT-3,9.8,1.306,40.7,66.1,121.272,,
2025-01-02 18:40:00 GMT-3,9.8,1.302,40.64,66.1,121.071,,
2025-01-02 18:45:00 GMT-3,9.8,1.3,40.6,66.04,121.026,,
2025-01-02 18:50:00 GMT-3,9.8,1.302,40.52,66.0,120.988,,
2025-01-02 18:55:00 GMT-3,9.8,1.304,40.5,66.0,121.1264,,
2025-01-02 19:00:00 GMT-3,9.72,1.29,40.5,65.98,120.8138,,
2025-01-02 19:05:00 GMT-3,9.7,1.282,40.48,66.04,120.5202,,
2025-01-02 19:10:00 GMT-3,9.7,1.288,40.46,65.9,120.1526,,
2025-01-02 19:15:00 GMT-3,9.7,1.29,40.34,65.88,120.2124,,
2025-01-02 19:20:00 GMT-3,9.7,1.298,40.34,65.82,120.1778,,
2025-01-02 19:25:00 GMT-3,9.7,1.304,40.34,65.8,120.397,,
2025-01-02 19:30:00 GMT-3,9.7,1.3,40.36,65.82,120.3912,,
2025-01-02 19:35:00 GMT-3,9.7,1.298,40.3,65.82,120.149,,
2025-01-02 19:40:00 GMT-3,9.7,1.3,40.3,65.88,120.4842,,
2025-01-02 19:45:00 GMT-3,9.7,1.3,40.26,65.8,120.2512,,
2025-01-02 19:50:00 GMT-3,9.64,1.296,40.2,65.8,119.9548,,
2025-01-02 19:55:00 GMT-3,9.6,1.292,40.18,65.72,119.6334,,
2025-01-02 20:00:00 GMT-3,9.6,1.292,40.14,65.7,119.6608,,
2025-01-02 20:05:00 GMT-3,9.6,1.292,40.1,65.72,119.828,,
2025-01-02 20:10:00 GMT-3,9.6,1.29,40.1,65.7,119.859,,
2025-01-02 20:15:00 GMT-3,9.6,1.296,40.1,65.7,119.6574,,
2025-01-02 20:20:00 GMT-3,9.6,1.29,40.1,65.64,119.254,,
2025-01-02 20:25:00 GMT-3,9.6,1.288,39.98,65.6,119.0428,,
2025-01-02 20:30:00 GMT-3,9.5,1.274,39.96,65.58,118.5074,,
2025-01-02 20:35:00 GMT-3,9.5,1.278,39.94,65.52,118.4854,,
2025-01-02 20:40:00 GMT-3,9.5,1.278,39.96,65.54,118.5656,,
2025-01-02 20:45:00 GMT-3,9.5,1.278,40.0,65.6,118.8794,,
2025-01-02 20:50:00 GMT-3,9.5,1.278,39.94,65.6,118.8806,,
2025-01-02 20:55:00 GMT-3,9.5,1.284,39.92,65.6,118.9658,,
2025-01-02 21:00:00 GMT-3,9.5,1.282,39.92,65.6,118.8326,,
2025-01-02 21:05:00 GMT-3,9.5,1.276,39.96,65.52,118.5336,,
2025-01-02 21:10:00 GMT-3,9.5,1.276,40.0,65.52,118.429,,
2025-01-02 21:15:00 GMT-3,9.42,1.278,39.98,65.52,118.306,,
2025-01-02 21:20:00 GMT-3,9.4,1.278,40.0,65.5,118.2638,,
2025-01-02 21:25:00 GMT-3,9.4,1.278,39.98,65.5,118.1712,,
2025-01-02 21:30:00 GMT-3,9.42,1.276,39.92,65.5,118.1102,,
2025-01-02 21:35:00 GMT-3,9.5,1.278,39.9,65.52,118.206,,
2025-01-02 21:40:00 GMT-3,9.5,1.278,39.9,65.5,118.3242,,
2025-01-02 21:45:00 GMT-3,9.5,1.28,39.9,65.5,118.3566,,
2025-01-02 21:50:00 GMT-3,9.5,1.278,39.9,65.54,118.4808,,
2025-01-02 21:55:00 GMT-3,9.5,1.276,39.9,65.5,118.3452,,
2025-01-02 22:00:00 GMT-3,9.5,1.278,39.9,65.52,118.3144,,
2025-01-02 22:05:00 GMT-3,9.5,1.272,39.9,65.5,118.1832,,
2025-01-02 22:10:00 GMT-3,9.5,1.278,39.88,65.5,118.3312,,
2025-01-02 22:15:00 GMT-3,9.5,1.278,39.84,65.58,118.5066,,
2025-01-02 22:20:00 GMT-3,9.5,1.276,39.86,65.56,118.5204,,
2025-01-02 22:25:00 GMT-3,9.5,1.274,39.8,65.5,118.4764,,
2025-01-02 22:30:00 GMT-3,9.5,1.27,39.86,65.6,118.5006,,
2025-01-02 22:35:00 GMT-3,9.5,1.27,39.88,65.58,118.3026,,
2025-01-02 22:40:00 GMT-3,9.5,1.268,39.9,65.6,118.3536,,
2025-01-02 22:45:00 GMT-3,9.5,1.268,39.9,65.6,118.368,,
2025-01-02 22:50:00 GMT-3,9.5,1.276,39.9,65.6,118.582,,
2025-01-02 22:55:00 GMT-3,9.44,1.272,39.9,65.6,118.2718,,
2025-01-02 23:00:00 GMT-3,9.08,1.284,39.72,65.32,115.844,,
2025-01-02 23:05:00 GMT-3,9.0,1.34,39.56,65.4,116.5754,,
2025-01-02 23:10:00 GMT-3,8.92,1.348,39.58,65.4,116.171,,
2025-01-02 23:15:00 GMT-3,8.94,1.298,39.66,65.4,114.9848,,
2025-01-02 23:20:00 GMT-3,9.0,1.276,39.86,65.48,115.0764,,
2025-01-02 23:25:00 GMT-3,9.04,1.28,40.0,65.52,115.6428,,
2025-01-02 23:30:00 GMT-3,9.28,1.278,40.18,65.7,117.125,,
2025-01-02 23:35:00 GMT-3,9.38,1.228,40.42,65.86,116.9102,,
2025-01-02 23:40:00 GMT-3,9.4,1.204,40.5,65.92,116.5782,,
2025-01-02 23:45:00 GMT-3,9.4,1.194,40.52,65.92,116.7016,,
2025-01-02 23:50:00 GMT-3,9.4,1.212,40.56,65.98,116.9954,,
2025-01-02 23:55:00 GMT-3,9.28,1.248,40.44,65.8,116.501,,
2025-01-03 00:00:00 GMT-3,9.0,1.326,40.02,65.46,116.207,,
2025-01-03 00:05:00 GMT-3,9.0,1.368,39.74,65.5,116.8028,,
2025-01-03 00:10:00 GMT-3,9.0,1.39,39.64,65.52,117.1434,,
2025-01-03 00:15:00 GMT-3,9.0,1.396,39.64,65.6,117.2902,,
2025-01-03 00:20:00 GMT-3,9.0,1.398,39.62,65.58,117.247,,
2025-01-03 00:25:00 GMT-3,9.0,1.4,39.6,65.6,117.3366,,
2025-01-03 00:30:00 GMT-3,9.0,1.4,39.62,65.6,117.4334,,
2025-01-03 00:35:00 GMT-3,9.0,1.4,39.6,65.6,117.3556,,
2025-01-03 00:40:00 GMT-3,9.0,1.4,39.6,65.6,117.2216,,
2025-01-03 00:45:00 GMT-3,9.2,1.38,39.74,65.72,118.5178,,
2025-01-03 00:50:00 GMT-3,9.34,1.33,40.12,65.86,118.5026,,
2025-01-03 00:55:00 GMT-3,9.4,1.31,40.32,65.9,118.4064,,
2025-01-03 01:00:00 GMT-3,9.4,1.302,40.36,65.9,118.225,,
2025-01-03 01:05:00 GMT-3,9.4,1.294,40.4,65.88,118.129,,
2025-01-03 01:10:00 GMT-3,9.4,1.29,40.44,65.84,118.088,,
2025-01-03 01:15:00 GMT-3,9.4,1.292,40.36,65.82,118.1194,,
2025-01-03 01:20:00 GMT-3,9.4,1.298,40.4,65.82,118.2392,,
2025-01-03 01:25:00 GMT-3,9.4,1.294,40.38,65.82,118.1494,,
2025-01-03 01:30:00 GMT-3,9.4,1.29,40.32,65.82,118.0318,,
2025-01-03 01:35:00 GMT-3,9.4,1.298,40.32,65.8,118.1294,,
2025-01-03 01:40:00 GMT-3,9.4,1.298,40.28,65.8,118.2086,,
2025-01-03 01:45:00 GMT-3,9.4,1.294,40.28,65.8,118.2294,,
2025-01-03 01:50:00 GMT-3,9.4,1.294,40.26,65.8,118.0902,,
2025-01-03 01:55:00 GMT-3,9.4,1.284,40.3,65.8,117.9768,,
2025-01-03 02:00:00 GMT-3,9.4,1.284,40.22,65.78,117.8836,,
2025-01-03 02:05:00 GMT-3,9.4,1.282,40.26,65.74,117.778,,
2025-01-03 02:10:00 GMT-3,9.4,1.284,40.18,65.7,117.7626,,
2025-01-03 02:15:00 GMT-3,9.4,1.28,40.2,65.76,117.8248,,
2025-01-03 02:20:00 GMT-3,9.4,1.28,40.2,65.7,117.685,,
2025-01-03 02:25:00 GMT-3,9.4,1.28,40.14,65.7,117.5702,,
2025-01-03 02:30:00 GMT-3,9.4,1.282,40.1,65.7,117.6424,,
2025-01-03 02:35:00 GMT-3,9.4,1.28,40.16,65.7,117.5798,,
2025-01-03 02:40:00 GMT-3,9.4,1.28,40.16,65.7,117.4554,,
2025-01-03 02:45:00 GMT-3,9.4,1.28,40.1,65.7,117.5344,,
2025-01-03 02:50:00 GMT-3,9.4,1.28,40.12,65.68,117.6342,,
2025-01-03 02:55:00 GMT-3,9.4,1.276,40.14,65.7,117.3374,,
2025-01-03 03:00:00 GMT-3,9.38,1.274,40.1,65.7,117.3496,,
2025-01-03 03:05:00 GMT-3,9.4,1.274,40.12,65.7,117.375,,
2025-01-03 03:10:00 GMT-3,9.4,1.274,40.1,65.7,117.3734,,
2025-01-03 03:15:00 GMT-3,9.4,1.27,40.08,65.7,117.4236,,
2025-01-03 03:20:00 GMT-3,9.4,1.27,40.06,65.7,117.4056,,
2025-01-03 03:25:00 GMT-3,9.4,1.27,40.12,65.74,117.5626,,
2025-01-03 03:30:00 GMT-3,9.4,1.268,40.12,65.76,117.3978,,
2025-01-03 03:35:00 GMT-3,9.4,1.268,40.14,65.72,117.369,,
2025-01-03 03:40:00 GMT-3,9.4,1.268,40.12,65.72,117.393,,
2025-01-03 03:45:00 GMT-3,9.36,1.268,40.14,65.72,117.4494,,
2025-01-03 03:50:00 GMT-3,9.3,1.262,40.12,65.74,117.3404,,
2025-01-03 03:55:00 GMT-3,9.3,1.26,40.12,65.7,117.231,,
2025-01-03 04:00:00 GMT-3,9.3,1.264,40.1,65.7,117.1428,,
2025-01-03 04:05:00 GMT-3,9.3,1.262,40.04,65.7,117.0734,,
2025-01-03 04:10:00 GMT-3,9.3,1.26,40.0,65.68,116.9128,,
2025-01-03 04:15:00 GMT-3,9.3,1.262,39.9,65.6,116.6936,,
2025-01-03 04:20:00 GMT-3,9.18,1.26,39.92,65.62,115.885,,
2025-01-03 04:25:00 GMT-3,8.76,1.308,39.58,65.38,114.0236,,
2025-01-03 04:30:00 GMT-3,8.7,1.376,39.38,65.5,114.9216,,
2025-01-03 04:35:00 GMT-3,8.7,1.422,39.28,65.6,115.8048,,
2025-01-03 04:40:00 GMT-3,8.7,1.43,39.26,65.62,115.7646,,
2025-01-03 04:45:00 GMT-3,8.66,1.432,39.3,65.7,115.6366,,
2025-01-03 04:50:00 GMT-3,8.38,1.404,39.22,65.68,113.183,,
2025-01-03 04:55:00 GMT-3,8.48,1.328,39.52,65.74,111.9502,,
2025-01-03 05:00:00 GMT-3,8.68,1.29,39.9,65.86,112.8758,,
2025-01-03 05:05:00 GMT-3,8.78,1.254,40.22,65.84,112.7062,,
2025-01-03 05:10:00 GMT-3,8.8,1.232,40.3,65.86,112.616,,
2025-01-03 05:15:00 GMT-3,8.84,1.226,40.32,65.84,112.6904,,
2025-01-03 05:20:00 GMT-3,8.9,1.222,40.32,65.82,112.8216,,
2025-01-03 05:25:00 GMT-3,8.9,1.234,40.3,65.86,113.1028,,
2025-01-03 05:30:00 GMT-3,8.9,1.258,40.3,65.9,113.69,,
2025-01-03 05:35:00 GMT-3,8.98,1.318,40.32,65.98,115.6752,,
2025-01-03 05:40:00 GMT-3,8.96,1.338,40.36,66.04,116.0314,,
2025-01-03 05:45:00 GMT-3,8.8,1.366,40.06,65.82,115.3878,,
2025-01-03 05:50:00 GMT-3,8.8,1.396,39.84,65.88,115.9202,,
2025-01-03 05:55:00 GMT-3,8.8,1.396,39.8,65.9,115.986,,
2025-01-03 06:00:00 GMT-3,8.8,1.392,39.8,65.9,115.7446,,
2025-01-03 06:05:00 GMT-3,8.8,1.384,39.8,65.86,115.4444,,
2025-01-03 06:10:00 GMT-3,8.8,1.362,39.8,65.82,115.138,,
